Sr. No.,State_Name_With_LGD_Code,District_Name_With_LGD_Code,Block_Name_With_LGD_Code,GP_Name_With_LGD_Code,Village,Site_Name,TYPE,SOURCE,Well_ID,Latitude,Longitude,Well_Depth (meters),Aquifer,Pre-monsoon_2015 (meters below ground level),Post-monsoon_2015 (meters below ground level),Pre-monsoon_2016 (meters below ground level),Post-monsoon_2016 (meters below ground level),Pre-monsoon_2017 (meters below ground level),Post-monsoon_2017 (meters below ground level),Pre-monsoon_2018 (meters below ground level),Post-monsoon_2018 (meters below ground level),Pre-monsoon_2019 (meters below ground level),Post-monsoon_2019 (meters below ground level),Pre-monsoon_2020 (meters below ground level),Post-monsoon_2020 (meters below ground level),Pre-monsoon_2021 (meters below ground level),Post-monsoon_2021 (meters below ground level),Pre-monsoon_2022 (meters below ground level),Post-monsoon_2022 (meters below ground level)
3876,Rajasthan_8,Alwar_87,Rajgarh_582,Baldeogarh_34138,Baldeogarh,Baldeogarh,Piezometer,SGWD,ALW2012039,27.1775,76.3708,82.0,Quartzite,3.6,3.5,6.4,5.4,6.8,7.6,8.1,5.3,11.2,5.1,7.7,3.6,8.4,3.5,6.0,5.15
3878,Rajasthan_8,Alwar_87,Rajgarh_582,Baldeogarh_34138,Narayani,Narayani,Dug Well,SGWD,ALWARWL_205,27.1417,76.3444,18.0,Qtz-boulder,9.9,10.5,12.6,11.4,12.7,13.3,14.2,10.5,14.8,12.8,13.2,9.7,13.3,5.3,16.0,7.1
3879,Rajasthan_8,Alwar_87,Rajgarh_582,Baldeogarh_34138,Paota,,Dug Well,SGWD,ALWARWL_206,27.1111,76.3583,16.45,Qtzboulder,13.5,14.5,14.6,15.1,15.9,15.3,15.8,13.2,15.3,10.6,20.5,14.6,20.0,16.0,19.0,15.0
3883,Rajasthan_8,Alwar_87,Rajgarh_582,Dhamred_34142,Dhamred,Dhamred,Piezometer,SGWD,ALWARWL_199,27.2806,76.5722,70.0,Alluvium /Lime stone,29.1,28.7,29.0,28.7,28.9,31.2,32.3,31.2,32.7,25.4,22.2,22.2,21.6,23.0,33.0,22.0
3892,Rajasthan_8,Alwar_87,Rajgarh_582,Khoh_34147,Khoh,Khoh,Dug Well,SGWD,ALWARWL_204,27.1806,76.3778,19.2,Alluvium/Slate,11.9,10.4,11.9,13.5,14.8,16.8,17.2,15.9,18.7,10.3,18.9,15.3,18.8,15.7,19.0,17.5
3900,Rajasthan_8,Alwar_87,Rajgarh_582,Nathalwara_34151,Narayanpur,Narayanpur,Piezometer,SGWD,ALWPZ1314004,27.1336,76.5144,96.0,Quartzite,12.8,12.0,15.0,14.6,16.0,16.4,16.9,26.4,34.4,27.1,35.5,25.1,33.2,17.0,27.8,13.0
3902,Rajasthan_8,Alwar_87,Rajgarh_582,Neemla_34153,Neemla,Neemla,Piezometer,SGWD,ALWPZ1314005,27.1894,76.5839,106.0,Quartzite,40.2,40.1,43.0,41.3,44.0,43.9,44.6,30.7,46.35,38.9,47.3,45.9,49.6,44.0,49.0,40.0
3903,Rajasthan_8,Alwar_87,Rajgarh_582,Rajgarh (Rural)_34155,Rajgarh,Rajgarh,Piezometer,SGWD,ALWARWL_208,27.2361,76.625,53.7,Qtz-boulder,38.95,36.7,39.65,40.1,42.05,41.9,42.1,50.65,41.1,52.85,49.45,40.25,41.8,51.0,52.0,50.0
3906,Rajasthan_8,Alwar_87,Rajgarh_582,Rajpur Bara_34157,Rajpur Bada,Rajpur Bada,Piezometer,SGWD,ALWPZ1314006,27.1714,76.5231,100.0,Quartzite,20.5,19.4,20.7,20.7,22.7,22.7,22.9,18.1,29.1,18.4,22.8,19.6,15.9,12.0,21.5,16.0
3910,Rajasthan_8,Alwar_87,Rajgarh_582,Shri Chandpura_34160,Rundh Daulatpur,Rundh Daulatpur,Piezometer,SGWD,ALW2012044,27.2203,76.5733,100.0,Quartzite,20.4,23.2,26.0,23.7,25.0,27.4,28.2,26.6,34.4,18.7,35.7,28.1,24.6,23.0,27.0,21.0
3911,Rajasthan_8,Alwar_87,Rajgarh_582,Surer_34161,Surer,Surer,Piezometer,SGWD,ALWARWL_211,27.1806,76.6222,70.0,Alluvium/Quartzite,19.6,19.7,22.6,20.6,21.9,25.6,27.6,21.9,28.5,22.0,27.4,22.3,50.0,20.0,82.0,17.0
3912,Rajasthan_8,Alwar_87,Rajgarh_582,Syaluta_34159,Syluta,Syluta,Piezometer,SGWD,ALW2012045,27.1039,76.3864,78.0,Quartzite,16.2,13.9,16.7,15.4,18.2,16.9,17.7,14.2,18.6,14.2,21.17,15.1,19.2,15.05,18.0,15.0
3913,Rajasthan_8,Alwar_87,Rajgarh_582,Tahla_34162,Talab,Talab,Dug Well,SGWD,ALWARWL_212,27.2417,76.4111,19.1,Limestone,13.8,14.0,15.6,14.7,15.0,13.4,14.6,12.8,14.1,14.9,13.0,12.9,12.8,12.5,13.5,11.0
3914,Rajasthan_8,Alwar_87,Rajgarh_582,Tahla_34162,Tehla,Tehla,Dug Well,SGWD,ALWARWL_213,27.225,76.4611,16.9,Limestone/Quartzite,9.05,8.3,11.25,10.75,10.0,10.3,10.8,8.05,14.25,8.85,12.55,11.95,12.65,12.0,10.0,9.0
3915,Rajasthan_8,Alwar_87,Rajgarh_582,Tahla_34162,Tehla,Tehla,Dug Well,CGWB,W271415076240001,27.238,76.4,15.0,Quartzite,4.7,5.72,9.0,3.3,6.15,5.45,10.5,10.0,12.3,7.4,7.21,9.4,12.15,6.95,11.1,5.68
3916,Rajasthan_8,Alwar_87,Rajgarh_582,Tahla_34162,Tehla,Tehla,Piezometer,SGWD,ALWPZ1314007,27.2478,76.4164,70.0,Quartzite,9.0,6.7,9.5,8.6,8.7,7.8,8.5,7.4,9.5,7.7,11.2,7.9,12.6,13.0,11.0,9.5
3918,Rajasthan_8,Alwar_87,Rajgarh_582,Talab_34163,Talab,Talab,Piezometer,SGWD,ALW2012046,27.2208,76.4611,79.0,Limestone,13.9,14.0,16.3,13.4,16.2,19.1,21.4,14.7,22.9,16.1,13.5,13.2,14.0,21.0,27.0,13.5
3920,Rajasthan_8,Alwar_87,Rajgarh_582,Toda Jaisinghpura_34166,Jaisainghpura,,Dug Well,SGWD,ALWARWL_203,27.0417,76.4083,22.0,Dolomite,10.85,11.4,14.2,12.3,12.4,13.6,14.1,10.85,15.05,13.05,22.5,17.65,23.0,17.0,21.0,18.0
3922,Rajasthan_8,Baran_89,Atru_597,,Atru,Atru,Dug Well,SGWD,BARANWL_96,24.8814,76.6688,12.05,Sandstone,5.5,3.9,7.0,2.5,5.5,7.4,6.4,3.8,6.5,3.5,7.3,6.0,7.3,1.4,6.4,0.7
3924,Rajasthan_8,Baran_89,Atru_597,Aton_34698,Aton,Aton,Piezometer,SGWD,BARANWL_118,24.8519,76.5725,62.0,Sandstone,15.5,13.4,19.6,10.9,31.5,34.0,36.7,10.6,19.7,12.5,16.2,18.4,17.5,7.2,17.6,9.75
3925,Rajasthan_8,Baran_89,Atru_597,Barlan_34702,Atru (Ct) (102951),Atru1,Dug Well,CGWB,W245127076394001,24.858,76.661,11.12,Sandstone,4.84,3.64,5.4,5.09,3.79,1.97,5.08,4.69,5.89,1.34,7.19,5.3,7.3,1.4,6.54,0.84
3926,Rajasthan_8,Baran_89,Atru_597,Barlan_34702,Seendhni,Seendhni,Piezometer,SGWD,BARANWL_131,24.7917,76.7066,100.0,Sandstone,20.5,32.6,39.2,7.65,54.8,47.4,53.8,17.6,42.3,11.35,22.6,30.7,26.8,10.8,18.3,3.1
3928,Rajasthan_8,Baran_89,Atru_597,Chardana_34704,Motipura,Motipura,Piezometer,SGWD,BARANWL_129,24.9591,76.6357,70.0,Sandstone,13.5,9.8,36.5,3.55,35.9,17.3,28.8,9.7,31.3,7.6,15.6,11.2,28.8,1.3,24.9,0.4
3929,Rajasthan_8,Baran_89,Atru_597,Dara_34705,Dara,Dara,Piezometer,SGWD,BARANWL_122,24.8282,76.7154,60.0,Sandstone,13.7,14.55,23.6,4.15,25.7,28.1,44.4,8.2,17.15,5.55,11.4,16.2,16.3,3.3,10.55,1.4
3931,Rajasthan_8,Baran_89,Atru_597,Dhoti_34707,Chhajawa,Chhajawa,Piezometer,SGWD,BARANWL_120,24.9809,76.5892,37.0,Sandstone,27.0,22.0,32.9,11.6,36.5,30.8,37.0,26.7,28.1,11.5,22.6,26.4,26.9,5.5,27.45,4.0
3932,Rajasthan_8,Baran_89,Atru_597,Dhoti_34707,Dhoti,Dhoti,Piezometer,SGWD,BARANWL_81,24.9907,76.5502,71.0,Limestone,38.7,27.9,47.1,44.8,50.8,48.0,51.2,50.1,52.4,22.9,53.85,71.0,64.0,19.1,52.0,5.35
3933,Rajasthan_8,Baran_89,Atru_597,Gordhanpura_34708,Salpura (Kawai),Salpura (Kawai),Piezometer,SGWD,BARANWL_130,24.7598,76.7273,100.0,Sandstone,17.4,49.9,71.5,27.55,68.7,48.0,43.2,31.0,53.9,20.45,21.0,35.4,56.0,16.5,15.5,13.55
3934,Rajasthan_8,Baran_89,Atru_597,Jeerod_34709,Jeerod,Jeerod,Piezometer,SGWD,BARANWL_82,24.9356,76.5341,51.0,Limestone,39.6,32.3,44.2,43.7,43.95,45.8,46.2,41.45,40.6,26.4,34.6,42.8,44.4,20.1,30.8,10.3
3935,Rajasthan_8,Baran_89,Atru_597,Jeerod_34709,Kharkhara Asan,Kharkhara Asan,Piezometer,SGWD,BARANWL_84,24.9316,76.4764,50.0,Limestone,20.1,13.3,20.85,27.15,38.85,25.45,31.4,15.25,20.9,6.9,14.68,16.8,24.25,6.85,14.03,4.41
3936,Rajasthan_8,Baran_89,Atru_597,Kanotiya_34710,Dhumen,Dhumen,Dug Well,SGWD,BARANWL_102,24.8244,76.4776,15.0,Sandstone,6.6,4.5,7.5,1.9,6.2,8.1,9.8,4.4,5.9,4.1,6.7,6.8,8.2,4.0,6.1,3.5
3937,Rajasthan_8,Baran_89,Atru_597,Katawar_34711,Katawar,Katawar,Dug Well,SGWD,BARANWL_90,24.7877,76.5413,20.0,Sandstone,8.2,7.9,14.4,8.3,13.1,9.9,14.4,11.9,9.8,7.2,8.6,9.6,10.8,7.6,9.76,5.75
3939,Rajasthan_8,Baran_89,Atru_597,Kerwaliya_34713,Narsinghpura,Narsinghpura,Piezometer,SGWD,BARANWL_85,24.9762,76.5235,90.0,Limestone,65.6,37.35,48.94,58.75,56.4,70.0,61.5,57.65,46.15,32.3,72.5,40.8,60.0,27.05,34.16,12.8
3941,Rajasthan_8,Baran_89,Atru_597,Khuri_34716,Diwali,Diwali,Dug Well,SGWD,BARANWL_123,24.9005,76.5509,60.0,Sandstone,20.5,11.9,21.6,24.4,32.9,25.8,38.2,19.9,27.7,21.1,21.2,23.4,34.3,7.7,23.25,3.3
3942,Rajasthan_8,Baran_89,Atru_597,Kundi_34718,Kundi,Kundi,Dug Well,SGWD,BARANWL_106,24.7455,76.6773,13.0,Sandstone,6.9,2.9,12.1,2.6,8.1,12.6,12.3,3.9,6.4,3.3,5.9,8.3,7.9,1.8,5.3,1.05
3943,Rajasthan_8,Baran_89,Atru_597,Kunjer_34719,Kunjer,Kunjer,Piezometer,SGWD,BARANWL_83,24.9051,76.5047,50.0,Limestone,16.5,3.35,19.0,17.1,22.8,18.3,32.6,13.2,20.5,3.45,17.41,15.55,17.7,3.4,13.75,2.1
3944,Rajasthan_8,Baran_89,Atru_597,Mermachah_34720,Mermachah,Mermachah,Piezometer,SGWD,BARANWL_127,24.9142,76.6255,75.2,Sandstone,22.7,17.7,32.5,13.7,43.8,30.9,33.45,12.9,27.1,10.5,21.0,22.9,44.0,13.8,28.06,1.65
3945,Rajasthan_8,Baran_89,Atru_597,Patna_34725,Moondla,Moondla,Piezometer,SGWD,BARANWL_128,24.8413,76.6563,60.0,Sandstone,22.0,14.75,23.85,9.15,21.75,24.45,24.8,14.55,21.15,6.55,19.5,18.7,27.55,9.15,20.65,1.85
3948,Rajasthan_8,Baran_89,Baran_598,Batawada_34733,Batawada,Batawada,Dug Well,SGWD,BARANWL_174,25.1114,76.402,19.0,Limestone,8.7,7.2,12.1,3.5,11.8,13.4,18.3,6.8,9.0,7.3,9.01,7.7,11.1,3.2,7.93,2.1
3949,Rajasthan_8,Baran_89,Baran_598,Batawada_34733,Borina,Borina,Dug Well,SGWD,BARANWL_177,25.0795,76.3941,24.3,Limestone,21.7,17.9,20.4,8.4,21.4,22.5,23.9,13.2,22.8,3.55,21.47,20.0,21.2,3.8,21.04,6.54
3950,Rajasthan_8,Baran_89,Baran_598,Begna_34734,Begna,Begna,Piezometer,SGWD,BARANWL_183,25.0422,76.3924,60.0,Limestone,24.6,15.1,19.2,6.8,28.6,60.0,15.12,13.3,28.0,1.35,26.8,22.5,25.6,1.6,28.15,1.7
3951,Rajasthan_8,Baran_89,Baran_598,Fatehpur_34735,Fatehpur,Fatehpur,Dug Well,SGWD,BARANWL_141,25.1127,76.5749,15.0,Alluvium/Sandstone,8.0,2.7,14.0,1.55,9.2,5.8,15.0,1.3,10.4,9.7,13.1,5.75,11.1,0.8,9.4,3.45
3952,Rajasthan_8,Baran_89,Baran_598,Kalmanda_34737,Kalmanda,Kalmanda,Piezometer,SGWD,BARANWL_162,25.0503,76.482,50.0,Alluvium/Sandstone,32.5,21.65,44.95,38.25,44.45,45.1,50.0,39.05,41.1,21.8,31.2,27.6,41.85,12.65,40.0,4.15
3953,Rajasthan_8,Baran_89,Baran_598,Kherali_34739,Kherali,Kherali,Piezometer,SGWD,BARANWL_163,25.0304,76.4713,63.3,Alluvium/Sandstone,38.4,36.7,47.8,49.0,48.8,45.1,60.5,51.1,47.0,43.2,35.5,36.0,47.6,22.2,35.05,4.55
3954,Rajasthan_8,Baran_89,Baran_598,Kotrisunda_34740,Miyada,Miyada,Piezometer,SGWD,BARANWL_152,25.2258,76.5521,16.0,Alluvium/Sandstone,11.5,11.1,12.1,11.8,12.5,13.2,16.0,11.8,13.07,11.0,11.4,13.2,11.1,9.1,10.2,8.75
3955,Rajasthan_8,Baran_89,Baran_598,Koyla_34741,Koyla,Koyla,Piezometer,SGWD,BARANWL_164,25.2033,76.5511,51.5,Alluvium/Sandstone,13.7,12.65,14.6,13.65,17.1,23.3,22.1,16.0,15.5,12.4,14.6,13.9,14.9,8.7,9.76,6.42
3956,Rajasthan_8,Baran_89,Baran_598,Lisariya_34742,Peepalda,Peepalda,Dug Well,SGWD,BARANWL_335,25.1391,76.4916,50.0,Alluvium/Sandstone,18.6,10.4,36.3,20.1,28.0,23.55,29.8,11.25,16.4,2.3,17.1,8.8,29.6,1.4,8.95,1.26
3957,Rajasthan_8,Baran_89,Baran_598,Mathana_34744,Mathni,Mathni,Piezometer,SGWD,BARANWL_166,25.1379,76.5417,51.45,Alluvium/Sandstone,7.4,4.6,8.1,5.7,11.1,10.6,11.6,4.3,6.3,3.65,7.65,9.7,5.7,3.55,7.15,2.66
3958,Rajasthan_8,Baran_89,Baran_598,Nareda_34746,Jalera,Jalera,Dug Well,SGWD,BARANWL_142,25.0789,76.6031,17.0,Alluvium/Sandstone,12.1,10.0,15.0,5.8,12.7,13.7,16.2,5.8,12.4,6.1,14.3,13.8,16.9,4.5,10.37,6.5
3960,Rajasthan_8,Baran_89,Baran_598,Ratawad_34749,Chureliyan,Chureliyan,Dug Well,SGWD,BARANWL_190,24.9866,76.38,11.45,Sandstone,6.5,5.7,9.5,10.5,8.8,10.6,9.45,4.0,7.4,4.0,6.4,5.9,8.6,3.2,7.5,3.4
3961,Rajasthan_8,Baran_89,Baran_598,Ratawad_34749,Ratawad,Ratawad,Dug Well,SGWD,BARANWL_196,25.0221,76.4136,60.0,Sandstone,27.1,24.3,37.0,31.1,48.6,44.2,53.5,30.5,27.8,16.3,24.2,29.0,32.3,4.55,31.1,2.7
3962,Rajasthan_8,Baran_89,Baran_598,Seemli_34751,Chainpura,Chainpura,Dug Well,SGWD,BARANWL_178,25.216,76.5039,15.0,Limestone,8.6,5.7,9.4,7.3,14.0,10.9,14.1,6.3,10.0,2.2,9.9,7.9,12.0,4.5,9.8,5.51
3963,Rajasthan_8,Baran_89,Baran_598,Tisaya_34754,Tisaya,Tisaya,Dug Well,SGWD,BARANWL_169,25.1734,76.5511,48.85,Alluvium/Sandstone,3.8,1.6,3.25,2.6,6.1,8.0,7.15,4.1,5.45,2.0,4.0,1.95,4.6,1.3,4.88,2.45
3964,Rajasthan_8,Baran_89,Baran_598,Tulsan_34755,Tulsa,Tulsa,Dug Well,SGWD,BARPZ0000014,24.9753,76.4282,70.0,Sandstone,12.2,8.6,18.4,12.9,25.7,25.2,27.3,7.1,14.6,6.2,10.1,10.95,27.1,4.6,25.0,7.4
3965,Rajasthan_8,Bhilwara_92,Shahpura_629,Arwad_35926,Naiarwar,Naiarwar,Dug Well,SGWD,BHILWL_296,25.8322,74.8263,15.9,Gneiss,6.0,6.2,14.5,8.55,7.8,7.2,14.6,8.05,14.7,2.9,11.9,3.6,5.2,3.1,4.5,2.3
3967,Rajasthan_8,Bhilwara_92,Shahpura_629,Balapura_35928,Daulatpura,Daulatpura,Dug Well,SGWD,BHILWL_275,25.736,75.0178,17.7,Schist,2.2,3.0,4.5,0.5,2.3,1.6,3.3,1.6,5.7,1.8,1.8,1.5,2.7,1.8,2.0,1.3
3968,Rajasthan_8,Bhilwara_92,Shahpura_629,Banseda_35929,Barla (Taswariya Ka),Barla (Taswariya Ka),Dug Well,SGWD,BHILWL_274,25.7674,75.0223,12.35,Schist,7.1,3.1,7.0,0.8,6.1,3.3,8.1,3.3,11.5,0.7,2.7,1.2,5.6,3.1,4.9,3.9
3970,Rajasthan_8,Bhilwara_92,Shahpura_629,Dabla Chanda_35934,Muhala,Muhala,Dug Well,SGWD,BHILWL_282,25.6585,75.0663,18.35,Schist,8.8,6.9,11.05,3.15,6.3,6.1,11.4,5.9,11.9,2.1,5.1,4.2,9.9,3.8,9.6,4.8
3971,Rajasthan_8,Bhilwara_92,Shahpura_629,Dhanop_35936,Dhanop,Dhanop,Dug Well,SGWD,BHILWL_293,25.8561,74.9094,15.1,Gneiss,5.9,6.0,11.6,7.05,6.7,7.0,11.6,5.0,11.2,0.7,3.0,4.1,4.7,3.6,3.5,5.1
3972,Rajasthan_8,Bhilwara_92,Shahpura_629,Dhikola_35937,Dheekola,Dheekola,Dug Well,SGWD,BHILWL_276,25.5437,74.8328,18.2,Schist,4.65,2.3,10.6,3.1,8.9,5.7,11.2,4.9,7.9,2.3,4.2,3.0,4.8,3.3,2.7,1.5
3973,Rajasthan_8,Bhilwara_92,Shahpura_629,Dohariya_35938,Dohariya,Dohariya,Dug Well,SGWD,BHILWL_277,25.7421,74.9742,12.7,Schist,4.2,5.1,6.5,3.3,10.9,3.25,9.1,8.9,9.45,1.6,5.8,2.3,5.1,1.95,3.7,2.1
3974,Rajasthan_8,Bhilwara_92,Shahpura_629,Eitmariya_35942,Karamdas,Karamdas,Dug Well,SGWD,BHILWL_279,25.501,74.81,17.1,Schist,7.3,6.4,15.3,1.1,12.9,5.2,14.1,13.7,11.9,2.5,11.7,7.5,12.0,9.5,7.4,5.4
3975,Rajasthan_8,Bhilwara_92,Shahpura_629,Eitmariya_35942,Taswaria Khurd,Taswaria Khurd,Dug Well,CGWB,W253340074480001,25.5603,74.7997,20.05,Schist,13.8,11.55,14.55,11.85,11.8,4.37,14.65,11.25,17.85,4.6,12.05,9.05,13.4,4.25,5.65,9.55
3976,Rajasthan_8,Bhilwara_92,Shahpura_629,Eitmariya_35942,Taswariya Khurd,Taswariya Khurd,Dug Well,SGWD,BHILWL_289,25.5605,74.7899,20.05,Schist,7.1,9.2,16.1,2.3,10.5,9.3,13.5,11.8,16.4,1.4,9.6,4.8,12.5,2.5,6.2,4.6
3977,Rajasthan_8,Bhilwara_92,Shahpura_629,Kanechan Kalan_35946,Kanechan Kala,Kanechan Kala,Dug Well,CGWB,W254520074542001,25.756,74.906,10.5,Schist,2.34,5.1,7.73,4.15,6.76,0.12,6.7,5.7,7.35,2.47,1.05,2.1,4.3,2.8,4.0,2.8
3978,Rajasthan_8,Bhilwara_92,Shahpura_629,Khamor_35945,Khamor,Khamor,Dug Well,SGWD,BHILWL_294,25.7515,74.8014,13.4,Gneiss,8.9,8.0,10.1,2.7,5.3,5.2,7.85,7.7,9.7,2.8,10.0,3.0,4.6,3.1,5.7,4.1
3979,Rajasthan_8,Bhilwara_92,Shahpura_629,Kothiya_35948,Kothiya,Kothiya,Dug Well,SGWD,BHN9,25.8717,74.7674,16.05,Gneiss,14.15,13.55,16.05,3.15,11.5,12.45,12.25,10.8,12.8,2.4,3.05,1.85,10.95,2.55,7.05,8.3
3980,Rajasthan_8,Bhilwara_92,Shahpura_629,Lasariya_35949,Kotri Meena,Kotri Meena,Dug Well,SGWD,BHILWL_280,25.6929,75.0578,12.2,Schist,4.05,1.85,5.05,1.95,4.05,2.65,5.35,2.05,8.45,1.0,1.95,2.45,3.25,2.5,10.65,1.55
3981,Rajasthan_8,Bhilwara_92,Shahpura_629,Lasariya_35949,Lasariya,Lasariya,Dug Well,SGWD,BHILWL_281,25.6846,75.0964,18.4,Schist,18.3,4.75,11.55,3.25,8.05,6.15,14.45,5.45,14.45,2.5,7.65,2.45,11.65,3.05,9.75,6.75
3982,Rajasthan_8,Bhilwara_92,Shahpura_629,Mataji Ka Khera_35951,Shahpura,Shahpura,Dug Well,SGWD,BHILWL_285,25.6373,74.9243,14.35,Schist,6.0,4.75,7.75,6.2,6.35,6.4,10.4,6.75,7.8,1.8,4.7,5.7,5.2,2.8,5.55,2.9
3983,Rajasthan_8,Bhilwara_92,Shahpura_629,Mindoliya_35952,Amarpura,Amarpura,Dug Well,SGWD,BHILWL_272,25.5591,74.9301,15.5,Schist,3.05,2.0,5.4,1.9,8.25,2.15,11.15,8.45,10.9,1.25,6.75,5.15,9.75,2.45,10.45,2.7
3984,Rajasthan_8,Bhilwara_92,Shahpura_629,Phooliya Kalan_35953,Phooliya Kalan,Phooliya Kalan,Dug Well,SGWD,BHILWL_297,25.8165,74.9609,13.0,Gneiss,7.8,7.4,8.8,6.2,8.1,6.15,8.3,4.6,11.8,0.9,5.9,2.6,4.1,5.3,6.9,4.3
3985,Rajasthan_8,Bhilwara_92,Shahpura_629,Phooliya Khurd_35954,Khera Rajpura @ Suratsingh Ka Khera,Khera Rajpura @ Suratsingh Ka Khera,Dug Well,SGWD,BHILWL_286,25.5641,74.8032,15.45,Schist,7.1,6.1,9.4,3.1,8.7,6.2,11.2,8.7,10.1,1.8,7.8,4.0,10.0,2.4,11.9,4.3
3986,Rajasthan_8,Bhilwara_92,Shahpura_629,Phooliya Khurd_35954,Phooliya Khurd,Phooliya Khurd,Dug Well,SGWD,BHILWL_283,25.5941,74.8074,17.0,Schist,8.6,12.55,11.55,3.65,10.15,5.0,11.35,4.55,12.35,3.35,8.2,5.15,10.2,4.7,11.9,5.1
3987,Rajasthan_8,Bhilwara_92,Shahpura_629,Pratappura_35955,Sopura,Sopura,Dug Well,CGWB,W253615074540001,25.604,74.9,13.62,Schist,6.08,8.98,10.26,8.35,5.86,4.41,9.28,5.48,7.88,2.03,4.33,3.48,7.68,3.78,5.98,4.78
3988,Rajasthan_8,Bhilwara_92,Shahpura_629,Rahar_35956,Rahar,Rahar,Dug Well,SGWD,BHILWL_284,25.6985,74.9922,13.0,Schist,8.7,3.2,11.6,1.9,9.85,2.4,9.4,2.1,10.2,0.5,7.5,3.4,8.2,2.6,7.2,3.2
3989,Rajasthan_8,Bhilwara_92,Shahpura_629,Sangariya_35958,Sangariya,Sangariya,Dug Well,SGWD,BHILWL_298,25.851,74.8695,21.6,Gneiss,17.1,17.0,18.2,19.15,18.0,13.1,17.8,14.1,13.3,3.9,12.4,7.1,14.3,7.1,14.9,7.1
3990,Rajasthan_8,Bhilwara_92,Shahpura_629,Taswariya Bansa_35959,Taswariya Bansa,Taswariya Bansa,Dug Well,SGWD,BHILWL_288,25.7737,74.98,18.15,Schist,10.35,3.65,11.55,1.65,11.35,3.45,12.55,7.1,13.35,1.05,6.95,2.55,9.85,4.25,6.75,4.6
3991,Rajasthan_8,Bhilwara_92,Shahpura_629,Tehnal_35960,Tahnal,Tahnal,Dug Well,SGWD,BHILWL_287,25.674,74.8594,13.4,Schist,6.35,4.35,9.35,5.8,8.15,5.65,8.35,6.4,10.6,1.85,9.25,4.55,8.0,3.4,7.1,4.3
3992,Rajasthan_8,Chittaurgarh_95,Chittaurgarh_647,,Chittorgarh,Chittorgarh,Dug Well,SGWD,CHITTOWL_230,24.8726,74.6255,18.0,Limestone,8.65,5.9,13.3,1.5,7.0,3.1,6.1,3.6,4.65,2.41,5.4,3.2,10.7,2.35,10.5,3.1
3993,Rajasthan_8,Chittaurgarh_95,Chittaurgarh_647,,Chittorgarh,Chittorgarh,Piezometer,SGWD,CHITTOWL_235,24.8573,74.6088,140.0,Limestone,10.59,7.83,12.7,1.1,9.8,5.7,13.15,2.98,7.07,2.4,4.45,3.1,16.35,3.35,6.17,2.9
3995,Rajasthan_8,Chittaurgarh_95,Chittaurgarh_647,Anwalhera_36571,Baldarkha,Baldarkha,Dug Well,SGWD,CHITTOWL_193,24.9955,74.7339,19.4,Shale,13.95,4.2,17.04,1.6,14.5,1.9,13.1,1.96,12.22,1.48,14.4,2.3,12.9,1.6,10.0,1.9
3996,Rajasthan_8,Chittaurgarh_95,Chittaurgarh_647,Bassi_36574,Bassi,Bassi,Dug Well,SGWD,CHITTOWL_226,25.0156,74.7714,21.9,Shale,14.35,7.9,21.9,0.25,15.5,6.8,16.4,5.64,15.74,3.33,14.94,9.7,15.4,5.2,11.8,5.5
3997,Rajasthan_8,Chittaurgarh_95,Chittaurgarh_647,Bassi_36574,Bassi,Bassi,Piezometer,SGWD,CHITTOWL_228,25.0135,74.7631,50.0,Shale,12.17,4.78,7.01,5.8,16.9,1.1,9.4,1.28,9.32,0.6,7.0,1.9,10.2,1.4,5.4,0.9
3998,Rajasthan_8,Chittaurgarh_95,Chittaurgarh_647,Bijapur_36575,Bijaipur,Bijaipur,Dug Well,SGWD,CHITTOWL_225,24.893,74.8089,15.0,Sandstone,9.45,4.3,9.8,1.2,8.75,5.3,8.4,1.75,8.04,1.06,7.3,3.2,7.4,1.78,7.5,1.55
3999,Rajasthan_8,Chittaurgarh_95,Chittaurgarh_647,Ghatiyawali_36580,Ghatiyawali,Ghatiyawali,Piezometer,SGWD,CHITT4,24.807,74.685,114.0,Shale,19.14,11.89,46.95,1.75,32.9,6.95,32.9,2.22,33.12,1.21,29.47,12.95,78.0,5.25,19.2,2.5
4000,Rajasthan_8,Chittaurgarh_95,Chittaurgarh_647,Kashmor_36585,Kashmor,Kashmor,Piezometer,SGWD,CHITT6,24.9057,74.5579,102.0,Grainite & Gneiss,19.11,17.52,27.9,4.4,28.1,3.6,31.0,12.16,50.59,2.65,10.65,9.2,32.3,10.6,22.9,10.3
4003,Rajasthan_8,Chittaurgarh_95,Chittaurgarh_647,Nagari_36587,Nagari1,Nagari1,Dug Well,CGWB,W245700074410601,24.95,74.685,17.75,Shale,12.26,9.75,13.75,11.5,13.25,1.49,12.75,7.45,12.35,4.18,12.35,10.2,16.15,3.79,14.05,3.6
4004,Rajasthan_8,Chittaurgarh_95,Chittaurgarh_647,Nagari_36587,Nagri,Nagri,Dug Well,SGWD,CHITT7,24.967,74.7045,18.9,Shale,15.65,6.1,17.13,1.9,15.1,3.5,11.8,2.46,11.44,0.7,12.36,6.2,15.6,2.4,13.7,2.3
